"","X","ResponseId","Q141_First.Click","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","strike","treat1","treat2","treatSum","treatAvg","treatmentWhy","initiative","exaggerate","honest","clearer","givingUp","lazy","motivated","healthImproves","attributions","zScoreIncome","zScoreEd","objectiveSES","zScoreIncomeDave","zScoreEdDave","objectiveSESDave","adjust","perspective","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","incapable","deserve","difficult","busy","intelligent","notes","loadSum","loadMean","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"1718",1718,"R_2E4ZvFlEcEqn7gC",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise to follow treatment regimen and follow-up in two weeks.",NA,NA,NA,NA,2,NA,2,NA,5,4,4,3,4,2,3,63,"Female",NA,1,NA,NA,9,6,NA,NA,2,2,NA,2,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Would try the least invasive and most conservative treatment options to see if the pain will resolve. If he hasn't tried these, I would not move to a higher level.",5,4,4,NA,3,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,3,3,3,"Advised Dave of the importance of following the prescribed treatment regimen.
Advised to contact provider if pain increases or other symptoms develop.
Have nurse make follow-up call to Dave in 2 days to see if following the prescribed treatment regimen.",NA,NA,1,NA,NA,"High","RN",NA,1,3,6,42,"Primary care","Corporate Compliance",13,NA,36,"Bachelor's",1,25,"",486268795,"White"
"1719",1719,"R_3F20Nll0T5BRbiB",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Refer to PT or massage therapy",NA,NA,NA,NA,1,NA,3,NA,7,5,5,3,1,5,1,73,"Female",NA,1,NA,NA,8,5,NA,NA,2,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Always better to start with the least invasive treatment.  if it doesn't work, you can increase to a stronger Rx.",5,3,5,NA,1,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,8,5,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,4,5,3,4,"c/o left lower back pain.  Provided with treatment option that includes rx and topical analgesia.  f/u visit states didn't try treatments and continues to have pain. Will stress importance of giving prescribed treatment a chance.",NA,NA,1,NA,NA,"High","RN",NA,1,7,7,42,"ER, EMT, have done telehealth","RN, AEMT",7,NA,39,"AA, nursing diploma",1,5,"",486268710,"White"
"1720",1720,"R_3F20Nll0T5BRbiB",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Refer to PT or massage therapy",NA,NA,NA,NA,1,NA,3,NA,7,5,5,3,1,5,1,73,"Female",NA,1,NA,NA,8,5,NA,NA,2,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He didn't respond to the treatment before because he didn't try it.  Needs to try and fail this first before going on to stronger Rx",5,3,3,NA,4,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,8,5,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,2,3,5,3,3,"Continues to c/o pain but still non-compliant with treatment recommendations. Recommend referral to either P.T. or massage therapy.   Will re-eval. after trial of PT or massage.",NA,NA,1,NA,NA,"High","RN",NA,1,7,7,42,"ER, EMT, have done telehealth","RN, AEMT",7,NA,39,"AA, nursing diploma",1,5,"",486268710,"White"
"1721",1721,"R_xzIY3hFkqC00UZr",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA," I would encourage Dave to follow up with an orthopedist for a hands on exam to determine the origin of his pain   I would also advise him that he needs to be compliant with his medication orders ",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,4,2,4,51,"Female",NA,1,NA,NA,6,6,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,1,7,8,2,1,"no history was provided for how long the pain has been going on or if he has tried any OTC remedies ",4,4,2,NA,1,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,3,6,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteLowMale",NA,NA,NA,NA,1,5,2,4,3,"patient reports back pain of undetermined origin 
reports that pain is unresponsive to OTC 
encourage the use of continued OTC, may need xray/ MRI  & PTX ",NA,NA,1,NA,NA,"Low","RN",NA,1,9,4,31,"internal medicine ","Registered Nurse ",11,NA,87,"college ",1,31,"",486268402,"White"
"1722",1722,"R_xzIY3hFkqC00UZr",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA," I would encourage Dave to follow up with an orthopedist for a hands on exam to determine the origin of his pain   I would also advise him that he needs to be compliant with his medication orders ",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,4,2,4,51,"Female",NA,1,NA,NA,6,6,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,2,6,7,3,1.5,"If his pain was that severe then he would not have waited 3 weeks for follow up ",5,4,2,NA,2,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,3,6,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,4,4,3,"patient continues to c/o pain but appears to be in no apparent distress on video call 
patient is not compliant with current recommendations 
patient should have eval with ""hands on"" orthopedist to determine the origin of pain",NA,NA,1,NA,NA,"Low","RN",NA,1,9,4,31,"internal medicine ","Registered Nurse ",11,NA,87,"college ",1,31,"",486268402,"White"
"1723",1723,"R_3qW2Dvn44GqID1U",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'd ask dave what he is looking to get out of the telehealth call. ",NA,NA,NA,NA,1,NA,4,NA,7,3,4,2,4,2,4,41,"Female",NA,1,NA,NA,5,5,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"pain sounds mild, possibly muscular.  unknown if OTC options have been tried.  WOuld prefer to try OTC before prescribing something stronger.",5,1,5,NA,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,5,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,2,5,1,4,5,"OTC treatments recommended at visit one.  
At visit two, Dave states he was unable to try OTC options.  
Strongly recommended OTCs at this time prior to stronger medications or interventions.  ",NA,NA,1,NA,NA,"High","RN",NA,1,3,5,16,"primary care triage","Primary Care Triage RN",3,NA,81,"BSN",1,24,"",486270355,"White"
"1724",1724,"R_3qW2Dvn44GqID1U",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'd ask dave what he is looking to get out of the telehealth call. ",NA,NA,NA,NA,1,NA,4,NA,7,3,4,2,4,2,4,41,"Female",NA,1,NA,NA,5,5,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Would continue recommend OTC before stronger pain medication given he has not tried OTC at this time.  ",5,1,4,NA,2,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,5,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,4,3,4,4,"attempted to encourage OTC's x2 visits. 
OTCs not completed after either visit.  
Requested input from Dave as to what he is seeking with Telehealth visit since he does not follow current recommendations after two visits. ",NA,NA,1,NA,NA,"High","RN",NA,1,3,5,16,"primary care triage","Primary Care Triage RN",3,NA,81,"BSN",1,24,"",486270355,"White"
"1725",1725,"R_cCvZ7ntfUTNWwh3",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise him to follow the previous recommendations and return if no improvement.",NA,NA,NA,NA,5,NA,3,NA,3,2,4,4,4,3,4,52,"Female",NA,1,NA,NA,7,7,NA,NA,3,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Trying pain relief on the lower end of the scale first before bringing in something stronger that might not be necessary.",5,3,5,NA,1,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,9,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,3,3,3,"Dave has attended 2 visits for the same back pain.
He was provided recommendations but did not follow through with them.
He should complete the recommendations before additional prescriptions are provided.",NA,NA,1,NA,NA,"High","RN",NA,1,6,4,16,"RN","RN",16,NA,83,"Bachelor's",1,23,"",486269566,"White"
"1726",1726,"R_cCvZ7ntfUTNWwh3",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise him to follow the previous recommendations and return if no improvement.",NA,NA,NA,NA,5,NA,3,NA,3,2,4,4,4,3,4,52,"Female",NA,1,NA,NA,7,7,NA,NA,3,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Dave didn't follow through with trying them previously, until he tries them, nothing stronger should be prescribed.",5,3,4,NA,2,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,9,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,3,5,3,3,3,"Dave has presented twice for back pain.
Recommendations included lidocaine patch and acetaminophen.
Dave denied trying previous recommendations.",NA,NA,1,NA,NA,"High","RN",NA,1,6,4,16,"RN","RN",16,NA,83,"Bachelor's",1,23,"",486269566,"White"
"1727",1727,"R_1BVmoi2wuTVZ9pR",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Again, recommend in-person visit. Could be another issue and must assess risk before steriod. May need other treatments and a frank discussion about compliance. ",NA,NA,NA,NA,3,NA,1,NA,2,2,2,2,4,2,4,56,"Female",NA,4,NA,NA,8,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,7,3,1.5,"Starting with lowest risk (over the counter) and see if relief, then if not moving to prescription and possible PT referral to assess musculoskeletal issues.",5,4,4,NA,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,2,3,3,3,4,"Presented with lower left back pain 
Prescribed over the counter first (lidocaine rub and NSAID)
Patient non compliant on followup. 
Recommend in person assessment before moving to any steroid 
",NA,NA,1,NA,NA,"High","RN",NA,1,6,2,32,"Med surg and family medicine ","Senior nursing charge coordinator ",13,NA,64,"BSN",1,3,"",486268538,"White"
"1728",1728,"R_1BVmoi2wuTVZ9pR",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Again, recommend in-person visit. Could be another issue and must assess risk before steriod. May need other treatments and a frank discussion about compliance. ",NA,NA,NA,NA,3,NA,1,NA,2,2,2,2,4,2,4,56,"Female",NA,4,NA,NA,8,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,1,1,2,7,8,2,1,"Still need to start with least risk first, needs compliance first. ",5,3,3,NA,3,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,4,3,4,"Patient not compliant with treatment recommendations 
Unable to assess pain and therefore any additional issues
Recommend an in person assessment. ",NA,NA,1,NA,NA,"High","RN",NA,1,6,2,32,"Med surg and family medicine ","Senior nursing charge coordinator ",13,NA,64,"BSN",1,3,"",486268538,"White"
"1729",1729,"R_3oMzasxiqyGcT80",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bringing him in for an in person visit. Encourage him to make alarms on his phone to remind him to try the interventions we discussed.",NA,NA,NA,NA,2,NA,3,NA,6,3,4,4,1,4,3,29,"Female",NA,2,NA,NA,8,7,NA,NA,4,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Unable to evaluate in person so start with something that is generally benign with low side effect profile ",4,2,5,NA,1,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,7,5,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,2,5,2,3,3,"Dave has not yet tried these interventions.
Might also benefit from PT exercises.
Unsure whether Dave will have time to do PT exercises at home though based on what he has said.",NA,NA,1,NA,NA,"High","MD",NA,1,8,4,4,"Family medicine","Physician",2,NA,79,"Medical doctorate",1,11,"",486313605,"White"
"1730",1730,"R_3oMzasxiqyGcT80",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bringing him in for an in person visit. Encourage him to make alarms on his phone to remind him to try the interventions we discussed.",NA,NA,NA,NA,2,NA,3,NA,6,3,4,4,1,4,3,29,"Female",NA,2,NA,NA,8,7,NA,NA,4,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He has not tried these interventions yet ",4,2,5,NA,1,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,7,5,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,2,5,2,4,3,"Dave sometimes has a hard time keeping up with recs from the doctor and needs reminders.
See if he has family support to help him try the interventions. 
",NA,NA,1,NA,NA,"High","MD",NA,1,8,4,4,"Family medicine","Physician",2,NA,79,"Medical doctorate",1,11,"",486313605,"White"
"1731",1731,"R_3L5CJHGm71OnWTq",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise Dave that he must take part in his own recovery. That he won't get better if he doesn't take the medications, etc",NA,NA,NA,NA,3,NA,2,NA,2,4,4,3,2,4,2,51,"Female",NA,1,NA,NA,6,6,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"I would always start with the least addictive medication and work up if the patient's pain is not controlled",4,1,5,NA,1,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,3,4,3,"'-follow up could be sooner to see if pt is using medications appropriately",NA,NA,1,NA,NA,"Low","RN",NA,1,6,5,26,"family medicine","registered nurse",11,NA,95,"Associate of Science",1,16,"",486269235,"White"
"1732",1732,"R_3L5CJHGm71OnWTq",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advise Dave that he must take part in his own recovery. That he won't get better if he doesn't take the medications, etc",NA,NA,NA,NA,3,NA,2,NA,2,4,4,3,2,4,2,51,"Female",NA,1,NA,NA,6,6,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"I would discuss the importance of actually adhering to the medication regimen to see if he can get his pain under control. I wouldn't add another medication until we see if the others can help him.",4,3,4,NA,1,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,4,4,3,"pt must decide to help with his own recovery. Medications can't be increased if he hasn't tried the lower dose medications. pt advised to tried going forward to the next appointment.",NA,NA,1,NA,NA,"Low","RN",NA,1,6,5,26,"family medicine","registered nurse",11,NA,95,"Associate of Science",1,16,"",486269235,"White"
"1733",1733,"R_tXpiYFqU6Mg8uw9",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Send Dave to an urgent care or family practice for in person evaluation.",NA,NA,NA,NA,3,NA,2,NA,1,1,1,1,4,1,5,49,"Male",NA,1,NA,NA,8,5,NA,NA,1,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Reserve opiods for only the most severe pain. Opiods not as effective in treating back pain as topicals, Tylenol, or Motrin.",5,3,3,NA,1,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,4,3,3,"Dave has chief complaint of dull unilateral low back pain, Was instructed to try Tylenol and topical lidocaine, but did not. Was reinstructed to use these medications.",NA,NA,1,NA,NA,"Low","MD",NA,1,5,5,21,"","physician",20,NA,90,"medical degree",1,23,"",486313724,"White"
"1734",1734,"R_tXpiYFqU6Mg8uw9",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Send Dave to an urgent care or family practice for in person evaluation.",NA,NA,NA,NA,3,NA,2,NA,1,1,1,1,4,1,5,49,"Male",NA,1,NA,NA,8,5,NA,NA,1,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Dave has not followed previous recommendation for taking Tylenol, or using topicals. These are first line treatments. Opiods not indicated for this, neither is surgery, and etc. ",5,3,3,NA,1,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,5,3,3,"Dave has chief complaint of unilateral dull low back pain. Was advised to take Tylenol and use topical Lidocaine per 2 Tele-Med visits, but states he has not done so. Recommend that Dave go to an urge.nt care or family practice for in person visit",NA,NA,1,NA,NA,"Low","MD",NA,1,5,5,21,"","physician",20,NA,90,"medical degree",1,23,"",486313724,"White"
"1735",1735,"R_O6zJLWxwS2PTMkN",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ask patient what he is willing to do to make pain lessen. ",NA,NA,NA,NA,1,NA,3,NA,5,4,4,4,1,4,1,53,"Female",NA,4,NA,NA,8,4,NA,NA,1,1,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Mild pain for now",4,1,5,NA,1,1,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,8,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,5,1,4,3,"* Pt to try acetaminophen as directed for 3-5 days then call office if no improvement or worsening of symptoms. 
* Pt can apply lidocaine gel as directed and call if symptoms worsen
* Pt to try recommendations and call clinic if feels any numbness or tingling in extremities. ",NA,NA,1,NA,NA,"Low","RN",NA,1,6,6,31,"Family medicine","RN",10,NA,100,"BSN",1,9,"",486269308,"White"
"1736",1736,"R_O6zJLWxwS2PTMkN",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ask patient what he is willing to do to make pain lessen. ",NA,NA,NA,NA,1,NA,3,NA,5,4,4,4,1,4,1,53,"Female",NA,4,NA,NA,8,4,NA,NA,1,1,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Needed to follow recommendations. ",4,1,4,NA,1,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,8,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,4,2,3,3,"* Pt continues to feel pain and has not tried acetaminophen or gel for pain
* Pt needs to comply with recommendations to lessen pain
* Inform patient pain can worsen if does not follow recommendations",NA,NA,1,NA,NA,"Low","RN",NA,1,6,6,31,"Family medicine","RN",10,NA,100,"BSN",1,9,"",486269308,"White"
"1737",1737,"R_2U32cTAU4FruBTg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"What does Dave do that he is too busy to take some Tylenol?  He shows up to the appointment, which shows he is capable. Discuss factors contributing to his pain. Ask what Dave expects me to do for him, if he does not follow through with the suggested treatment ",NA,NA,NA,NA,3,NA,NA,NA,4,3,3,3,3,2,4,60,"Female",NA,1,NA,NA,9,7,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"We don’t know the cause of the pain without work-up. Do not mask a symptom before you diagnose the cause. How long has the pain been there? Has he had it before? Does it radiate? Has Dave been doing heavy lifting?  What has he already tried, and with what effect? What medication is he already on?",5,1,5,NA,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,3,3,3,3,"Need to review Dave’s physical activity which may contribute to his pain. Previously too busy to follow first tier treatment; may need assistance in setting up a medication schedule. Cause of pain still not established. ",NA,NA,1,NA,NA,"Low","RN",NA,1,6,4,37,"RN Internal Medicine, Office Manager","RN, Office Manager",29,NA,99,"Bachelor of Science",1,3,"",486269571,"White"
"1738",1738,"R_2U32cTAU4FruBTg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"What does Dave do that he is too busy to take some Tylenol?  He shows up to the appointment, which shows he is capable. Discuss factors contributing to his pain. Ask what Dave expects me to do for him, if he does not follow through with the suggested treatment ",NA,NA,NA,NA,3,NA,NA,NA,4,3,3,3,3,2,4,60,"Female",NA,1,NA,NA,9,7,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He didn’t try the first tier recommendation. If he tries this and is successful, it is not necessary to advance to heavier medication. Why is there no treatment that suggests massage or stretching?",5,1,4,NA,3,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,1,3,3,3,2,"Still has not initiated suggested therapy
Source of pain still not established
No improvement, but has not gotten worse",NA,NA,1,NA,NA,"Low","RN",NA,1,6,4,37,"RN Internal Medicine, Office Manager","RN, Office Manager",29,NA,99,"Bachelor of Science",1,3,"",486269571,"White"
"1739",1739,"R_1q4yfk5t7L2eSz3",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"If no red flags. Refer for physical therapy or if concerned then as face to face visit ",NA,NA,NA,NA,2,NA,2,NA,4,2,2,3,3,2,3,64,"Male",NA,1,NA,NA,9,7,NA,NA,4,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Start with treatment that is safe, simple and non interventional or addicting ",4,3,4,NA,1,3,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,4,2,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,3,4,3,"Persistent pain not worsening 
Not following treatment instructions 
Resistant to otc pain meds
Recommend hep
Refer yo Therspy if persists ",NA,NA,1,NA,NA,"Low","MD",NA,1,6,4,35,"Family medicine ","Physician ",13,NA,89,"Md",1,5,"",486312533,"White"
